CTDID,Region,Year,Mission,Latitude,Longitude,SiteID,ESTDate,UTCDate,EST.Time,UTCTime,Sample_Depth_m,DIC,TA,pH,pCO2,Aragonite_Sat_W,Salinity_Bottle,Conductivity_Sm,Salinity_CTD,Temperature_C,Pressure_db,Density_Sigmat,SiteID.1,Survey_design,Sample_frequency,Date,Zone,Sub_region
CalVal_Jan2015_24,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,01/22/15,01/22/15,01:17:00 PM,06:17:00 PM,0,2080.57,2397.5,8.059,394.869,3.528,36.502,NA,NA,23.7,0,NA,MapCO2_Buoy,Permanent,Single,2015-01-22,Inshore,UK
CalVal_Jan2015_25,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,01/22/15,01/22/15,01:17:00 PM,06:17:00 PM,0,2076.44,2394.9,8.062,391.167,3.542,36.495,NA,NA,23.7,0,NA,MapCO2_Buoy,Permanent,Single,2015-01-22,Inshore,UK
CalVal_Feb2015_1,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,02/03/15,02/03/15,09:38:00 AM,02:38:00 PM,0,2084.36,2397.66,8.082,370.999,3.45,36.558,NA,NA,21.7,0,NA,MapCO2_Buoy,Permanent,Single,2015-02-03,Inshore,UK
CalVal_Feb2015_2,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,02/03/15,02/03/15,09:38:00 AM,02:38:00 PM,0,2088.5,2398.6,8.077,376.512,3.42,36.524,NA,NA,21.7,0,NA,MapCO2_Buoy,Permanent,Single,2015-02-03,Inshore,UK
CalVal_Feb2015_3,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,02/03/15,02/03/15,09:46:00 AM,02:46:00 PM,0,2085.29,2396.71,8.078,375.056,3.434,36.518,NA,NA,21.8,0,NA,CalVal_N,Permanent,Single,2015-02-03,Inshore,UK
CalVal_Feb2015_4,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,02/03/15,02/03/15,09:50:00 AM,02:50:00 PM,0,2091.11,2400.93,8.075,379.196,3.421,36.516,NA,NA,21.8,0,NA,ADCP_NE,Permanent,Single,2015-02-03,Inshore,UK
CalVal_Feb2015_5,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,02/03/15,02/03/15,09:54:00 AM,02:54:00 PM,0,2086.18,2396.52,8.079,374.934,3.423,36.474,NA,NA,21.7,0,NA,CalVal_SE,Permanent,Single,2015-02-03,Inshore,UK
CalVal_Feb2015_6,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,02/03/15,02/03/15,09:57:00 AM,02:57:00 PM,0,2089.07,2396.23,8.074,380.305,3.391,36.464,NA,NA,21.7,0,NA,CalVal_S,Permanent,Single,2015-02-03,Inshore,UK
CalVal_Feb2015_7,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,02/03/15,02/03/15,10:01:00 AM,03:01:00 PM,0,2088.29,2398.99,8.078,375.719,3.425,36.539,NA,NA,21.7,0,NA,ADCP_S,Permanent,Single,2015-02-03,Inshore,UK
CalVal_Feb2015_8,FLK,2015,CalVal,24.8547,-80.56742,Transect 4,02/24/15,02/24/15,09:45:00 AM,02:45:00 PM,0,2053.45,2382.52,8.079,370.85,3.649,36.413,NA,NA,23.9,0,NA,Transect 4,Permanent,Single,2015-02-24,Oceanic,UK
CalVal_Feb2015_9,FLK,2015,CalVal,24.8694,-80.585,Transect 3,02/24/15,02/24/15,09:53:00 AM,02:53:00 PM,0,2056.68,2384.85,8.083,366.968,3.634,36.391,NA,NA,23.5,0,NA,Transect 3,Permanent,Single,2015-02-24,Offshore,UK
CalVal_Feb2015_10,FLK,2015,CalVal,24.8854666666667,-80.6041,Transect 2,02/24/15,02/24/15,10:00:00 AM,03:00:00 PM,0,2069.08,2402.19,8.096,357.251,3.684,36.405,NA,NA,23,0,NA,Transect 2,Permanent,Single,2015-02-24,Mid channel,UK
CalVal_Feb2015_11,FLK,2015,CalVal,24.9052,-80.6266,Transect 1,02/24/15,02/24/15,10:10:00 AM,03:10:00 PM,0,2101.87,2441.33,8.095,363.084,3.763,36.646,NA,NA,23.1,0,NA,Transect 1,Permanent,Single,2015-02-24,Inshore,UK
CalVal_Feb2015_12,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,02/24/15,02/24/15,10:14:00 AM,03:14:00 PM,0,2071.86,2400.22,8.09,362.864,3.633,36.402,NA,NA,22.9,0,NA,MapCO2_Buoy,Permanent,Single,2015-02-24,Inshore,UK
CalVal_Feb2015_13,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,02/24/15,02/24/15,10:14:00 AM,03:14:00 PM,0,2075.33,2402.65,8.087,365.98,3.621,36.468,NA,NA,22.9,0,NA,MapCO2_Buoy,Permanent,Single,2015-02-24,Inshore,UK
CalVal_Feb2015_14,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,02/24/15,02/24/15,10:20:00 AM,03:20:00 PM,0,2066.03,2405.44,8.106,347.53,3.744,36.476,NA,NA,22.9,0,NA,CalVal_N,Permanent,Single,2015-02-24,Inshore,UK
CalVal_Feb2015_15,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,02/24/15,02/24/15,10:23:00 AM,03:23:00 PM,0,2073.47,2408.47,8.098,355.562,3.701,36.491,NA,NA,22.9,0,NA,ADCP_NE,Permanent,Single,2015-02-24,Inshore,UK
CalVal_Feb2015_16,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,02/24/15,02/24/15,10:27:00 AM,03:27:00 PM,0,2070.09,2407.8,8.105,349.304,3.727,36.455,NA,NA,22.8,0,NA,CalVal_SE,Permanent,Single,2015-02-24,Inshore,UK
CalVal_Feb2015_17,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,02/24/15,02/24/15,10:30:00 AM,03:30:00 PM,0,2071.85,2405.52,8.098,355.164,3.684,36.474,NA,NA,22.8,0,NA,CalVal_S,Permanent,Single,2015-02-24,Inshore,UK
CalVal_Feb2015_18,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,02/24/15,02/24/15,10:34:00 AM,03:34:00 PM,0,2070.08,2406.28,8.102,351.269,3.711,36.463,NA,NA,22.8,0,NA,ADCP_S,Permanent,Single,2015-02-24,Inshore,UK
CalVal_Mar2015_1,FLK,2015,CalVal,24.8547,-80.56742,Transect 4,03/22/15,03/22/15,10:44:00 AM,02:44:00 PM,0,1932.54,2322.57,8.139,298.704,4.235,37.182,NA,NA,26.1,0,NA,Transect 4,Permanent,Single,2015-03-22,Oceanic,UK
CalVal_Mar2015_2,FLK,2015,CalVal,24.8694,-80.585,Transect 3,03/22/15,03/22/15,10:52:00 AM,02:52:00 PM,0,1924.26,2328.15,8.164,278.144,4.372,37.138,NA,NA,25.7,0,NA,Transect 3,Permanent,Single,2015-03-22,Offshore,UK
CalVal_Mar2015_3,FLK,2015,CalVal,24.8854666666667,-80.6041,Transect 2,03/22/15,03/22/15,10:58:00 AM,02:58:00 PM,0,1928.5,2329.64,8.15,290.087,4.371,37.021,NA,NA,26.5,0,NA,Transect 2,Permanent,Single,2015-03-22,Mid channel,UK
CalVal_Mar2015_4,FLK,2015,CalVal,24.9052,-80.6266,Transect 1,03/22/15,03/22/15,11:05:00 AM,03:05:00 PM,0,1925.45,2332.09,8.14,297.15,4.465,36.922,NA,NA,27.7,0,NA,Transect 1,Permanent,Single,2015-03-22,Inshore,UK
CalVal_Mar2015_5,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,03/22/15,03/22/15,11:10:00 AM,03:10:00 PM,0,1992.09,2360.74,8.084,356.078,4.097,36.849,NA,NA,27.5,0,NA,CalVal_N,Permanent,Single,2015-03-22,Inshore,UK
CalVal_Mar2015_6,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,03/22/15,03/22/15,11:13:00 AM,03:13:00 PM,0,1998.84,2375.79,8.097,346.006,4.195,36.745,NA,NA,27.4,0,NA,ADCP_NE,Permanent,Single,2015-03-22,Inshore,UK
CalVal_Mar2015_7,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,03/22/15,03/22/15,11:15:00 AM,03:15:00 PM,0,1988.62,2362.78,8.094,346.699,4.153,36.822,NA,NA,27.4,0,NA,MapCO2_Buoy,Permanent,Single,2015-03-22,Inshore,UK
CalVal_Mar2015_8,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,03/22/15,03/22/15,11:15:00 AM,03:15:00 PM,0,1993.41,2358.13,8.08,359.824,4.053,36.839,NA,NA,27.4,0,NA,MapCO2_Buoy,Permanent,Single,2015-03-22,Inshore,UK
CalVal_Mar2015_9,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,03/22/15,03/22/15,11:20:00 AM,03:20:00 PM,0,1995.36,2364.48,8.087,354.521,4.105,36.78,NA,NA,27.4,0,NA,ADCP_S,Permanent,Single,2015-03-22,Inshore,UK
CalVal_Mar2015_10,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,03/22/15,03/22/15,11:24:00 AM,03:24:00 PM,0,1997.82,2382.64,8.109,335.213,4.279,36.731,NA,NA,27.3,0,NA,CalVal_S,Permanent,Single,2015-03-22,Inshore,UK
CalVal_Mar2015_11,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,03/22/15,03/22/15,11:27:00 AM,03:27:00 PM,0,2005.21,2389.75,8.109,336.26,4.281,36.702,NA,NA,27.2,0,NA,CalVal_SE,Permanent,Single,2015-03-22,Inshore,UK
CalVal_Mar2015_12,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,03/29/15,03/29/15,01:30:00 PM,05:30:00 PM,0,2049.03,2385.67,8.072,377.304,3.753,36.438,NA,NA,25.1,0,NA,CalVal_N,Permanent,Single,2015-03-29,Inshore,UK
CalVal_Mar2015_13,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,03/29/15,03/29/15,01:35:00 PM,05:35:00 PM,0,1936.46,2332.56,8.159,284.129,4.288,37.125,NA,NA,25.3,0,NA,ADCP_S,Permanent,Single,2015-03-29,Inshore,UK
CalVal_Mar2015_14,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,03/29/15,03/29/15,01:40:00 PM,05:40:00 PM,0,1934.59,2328.61,8.158,284.633,4.26,37.149,NA,NA,25.2,0,NA,CalVal_S,Permanent,Single,2015-03-29,Inshore,UK
CalVal_Mar2015_15,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,03/29/15,03/29/15,01:45:00 PM,05:45:00 PM,0,1924.72,2334.09,8.18,267.345,4.424,37.065,NA,NA,25.2,0,NA,CalVal_SE,Permanent,Single,2015-03-29,Inshore,UK
CalVal_Mar2015_16,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,03/29/15,03/29/15,01:50:00 PM,05:50:00 PM,0,2051.03,2381.7,8.063,386.285,3.689,36.442,NA,NA,25.1,0,NA,ADCP_NE,Permanent,Single,2015-03-29,Inshore,UK
CalVal_Mar2015_17,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,03/29/15,03/29/15,02:05:00 PM,06:05:00 PM,0,1980.69,2339.66,8.112,327.948,3.908,37.082,NA,NA,24.7,0,NA,MapCO2_Buoy,Permanent,Single,2015-03-29,Inshore,UK
CalVal_Mar2015_18,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,03/29/15,03/29/15,02:05:00 PM,06:05:00 PM,0,2035.36,2393.44,8.109,340.921,3.962,36.54,NA,NA,24.7,0,NA,MapCO2_Buoy,Permanent,Single,2015-03-29,Inshore,UK
CalVal_May2015_4,FLK,2015,CalVal,24.8547,-80.56742,Transect 4,05/14/15,05/14/15,11:31:00 AM,03:31:00 PM,0,2049.19,2369.87,8.016,437.359,3.634,36.376,NA,NA,27.4,0,NA,Transect 4,Permanent,Single,2015-05-14,Oceanic,UK
CalVal_May2015_5,FLK,2015,CalVal,24.8694,-80.585,Transect 3,05/14/15,05/14/15,11:56:00 AM,03:56:00 PM,0,2057.75,2370.61,8.001,456.809,3.56,36.342,NA,NA,27.6,0,NA,Transect 3,Permanent,Single,2015-05-14,Offshore,UK
CalVal_May2015_6,FLK,2015,CalVal,24.8854666666667,-80.6041,Transect 2,05/14/15,05/14/15,12:17:00 PM,04:17:00 PM,0,2018.47,2370.9,8.053,392.158,3.967,36.565,NA,NA,28.1,0,NA,Transect 2,Permanent,Single,2015-05-14,Mid channel,UK
CalVal_May2015_7,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,05/14/15,05/14/15,12:32:00 PM,04:32:00 PM,0,2021.27,2366.55,8.044,401.612,3.898,36.417,NA,NA,28.1,0,NA,ADCP_S,Permanent,Single,2015-05-14,Inshore,UK
CalVal_May2015_8,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,05/14/15,05/14/15,12:43:00 PM,04:43:00 PM,0,2014.19,2374.58,8.069,375.3,4.055,36.396,NA,NA,27.9,0,NA,CalVal_S,Permanent,Single,2015-05-14,Inshore,UK
CalVal_May2015_9,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,05/14/15,05/14/15,12:55:00 PM,04:55:00 PM,0,2021.01,2377.91,8.063,382.841,4.019,36.455,NA,NA,27.9,0,NA,CalVal_SE,Permanent,Single,2015-05-14,Inshore,UK
CalVal_May2015_1,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,05/14/15,05/14/15,01:00:00 PM,05:00:00 PM,0,2026.71,2375.77,8.048,399.293,3.948,36.367,NA,NA,28.2,0,NA,ADCP_NE,Permanent,Single,2015-05-14,Inshore,UK
CalVal_May2015_2,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,05/14/15,05/14/15,01:16:00 PM,05:16:00 PM,0,2019.43,2374.21,8.057,389.026,4.005,36.391,NA,NA,28.2,0,NA,CalVal_N,Permanent,Single,2015-05-14,Inshore,UK
CalVal_May2015_3,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,05/14/15,05/14/15,01:26:00 PM,05:26:00 PM,0,2010.61,2366.59,8.06,384.125,4.013,36.374,NA,NA,28.2,0,NA,MapCO2_Buoy,Permanent,Single,2015-05-14,Inshore,UK
CalVal_May2015_10,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,05/14/15,05/14/15,01:30:00 PM,05:30:00 PM,0,2010.82,2361.61,8.053,391.121,3.957,36.362,NA,NA,28.2,0,NA,MapCO2_Buoy,Permanent,Single,2015-05-14,Inshore,UK
CalVal_May2015_11,FLK,2015,CalVal,24.9052,-80.6266,Transect 1,05/14/15,05/14/15,01:46:00 PM,05:46:00 PM,0,1906.7,2319.8,8.14,295.696,4.57,36.598,NA,NA,28.8,0,NA,Transect 1,Permanent,Single,2015-05-14,Inshore,UK
CalVal_May2015_12,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,05/29/15,05/29/15,10:55:00 AM,02:55:00 PM,0,1873.43,2259.11,8.121,303.82,4.178,37.212,NA,NA,27.6,0,NA,CalVal_N,Permanent,Single,2015-05-29,Inshore,UK
CalVal_May2015_13,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,05/29/15,05/29/15,11:09:00 AM,03:09:00 PM,0,1878.82,2266.7,8.123,302.946,4.207,37.183,NA,NA,27.6,0,NA,ADCP_NE,Permanent,Single,2015-05-29,Inshore,UK
CalVal_May2015_14,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,05/29/15,05/29/15,11:18:00 AM,03:18:00 PM,0,1866.84,2258.68,8.128,296.897,4.241,37.229,NA,NA,27.7,0,NA,MapCO2_Buoy,Permanent,Single,2015-05-29,Inshore,UK
CalVal_May2015_15,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,05/29/15,05/29/15,11:23:00 AM,03:23:00 PM,0,1864.94,2266.66,8.141,286.663,4.346,37.225,NA,NA,27.7,0,NA,MapCO2_Buoy,Permanent,Single,2015-05-29,Inshore,UK
CalVal_May2015_16,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,05/29/15,05/29/15,11:35:00 AM,03:35:00 PM,0,1878.15,2273.11,8.132,296.392,4.289,37.134,NA,NA,27.7,0,NA,CalVal_SE,Permanent,Single,2015-05-29,Inshore,UK
CalVal_May2015_17,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,05/29/15,05/29/15,11:47:00 AM,03:47:00 PM,0,1874.29,2279.91,8.146,285.03,4.401,37.142,NA,NA,27.7,0,NA,CalVal_S,Permanent,Single,2015-05-29,Inshore,UK
CalVal_May2015_18,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,05/29/15,05/29/15,11:56:00 AM,03:56:00 PM,0,1859.35,2256.37,8.137,289.36,4.292,37.201,NA,NA,27.7,0,NA,ADCP_S,Permanent,Single,2015-05-29,Inshore,UK
CalVal_Jun2015_1,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,06/11/15,06/11/15,01:23:00 PM,05:23:00 PM,0,1983.65,2356.34,8.065,373.266,4.184,36.774,NA,NA,29.3,0,NA,CalVal_N,Permanent,Single,2015-06-11,Inshore,UK
CalVal_Jun2015_2,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,06/11/15,06/11/15,01:33:00 PM,05:33:00 PM,0,1988.01,2364.19,8.074,366.543,4.248,36.381,NA,NA,29.3,0,NA,ADCP_NE,Permanent,Single,2015-06-11,Inshore,UK
CalVal_Jun2015_3,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,06/11/15,06/11/15,01:43:00 PM,05:43:00 PM,0,1987.06,2371.71,8.085,356,4.341,36.386,NA,NA,29.3,0,NA,CalVal_SE,Permanent,Single,2015-06-11,Inshore,UK
CalVal_Jun2015_4,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,06/11/15,06/11/15,01:50:00 PM,05:50:00 PM,0,1985.96,2376.2,8.092,349.333,4.401,36.413,NA,NA,29.3,0,NA,CalVal_S,Permanent,Single,2015-06-11,Inshore,UK
CalVal_Jun2015_5,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,06/11/15,06/11/15,02:00:00 PM,06:00:00 PM,0,1982.88,2361.42,8.076,363.491,4.272,36.399,NA,NA,29.4,0,NA,ADCP_S,Permanent,Single,2015-06-11,Inshore,UK
CalVal_Jun2015_6,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,06/11/15,06/11/15,02:17:00 PM,06:17:00 PM,0,1986.23,2365.43,8.078,362.151,4.28,36.373,NA,NA,29.3,0,NA,MapCO2_Buoy,Permanent,Single,2015-06-11,Inshore,UK
CalVal_Jun2015_7,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,06/11/15,06/11/15,02:17:00 PM,06:17:00 PM,0,1987.7,2365.01,8.076,364.945,4.261,36.371,NA,NA,29.3,0,NA,MapCO2_Buoy,Permanent,Single,2015-06-11,Inshore,UK
CalVal_Jun2015_8,FLK,2015,CalVal,24.8547,-80.56742,Transect 4,06/24/15,06/24/15,10:29:00 AM,02:29:00 PM,0,2036.35,2380.31,8.028,422.725,3.93,36.18,NA,NA,29.1,0,NA,Transect 4,Permanent,Single,2015-06-24,Oceanic,UK
CalVal_Jun2015_9,FLK,2015,CalVal,24.8694,-80.585,Transect 3,06/24/15,06/24/15,10:32:00 AM,02:32:00 PM,0,2040.54,2376.1,8.01,444.545,3.848,36.224,NA,NA,29.5,0,NA,Transect 3,Permanent,Single,2015-06-24,Offshore,UK
CalVal_Jun2015_10,FLK,2015,CalVal,24.8854666666667,-80.6041,Transect 2,06/24/15,06/24/15,10:40:00 AM,02:40:00 PM,0,2030.1,2397.13,8.037,412.203,4.206,36.404,NA,NA,30.5,0,NA,Transect 2,Permanent,Single,2015-06-24,Mid channel,UK
CalVal_Jun2015_11,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,06/24/15,06/24/15,10:47:00 AM,02:47:00 PM,0,1996.74,2370.6,8.041,401.041,4.246,36.816,NA,NA,30.9,0,NA,CalVal_N,Permanent,Single,2015-06-24,Inshore,UK
CalVal_Jun2015_12,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,06/24/15,06/24/15,10:50:00 AM,02:50:00 PM,0,2001.89,2370.34,8.035,408.18,4.19,36.756,NA,NA,30.8,0,NA,ADCP_NE,Permanent,Single,2015-06-24,Inshore,UK
CalVal_Jun2015_13,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,06/24/15,06/24/15,10:54:00 AM,02:54:00 PM,0,2010.65,2380.62,8.038,407.336,4.213,36.715,NA,NA,30.7,0,NA,CalVal_SE,Permanent,Single,2015-06-24,Inshore,UK
CalVal_Jun2015_14,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,06/24/15,06/24/15,10:59:00 AM,02:59:00 PM,0,2001.4,2376.09,8.04,402.832,4.263,36.78,NA,NA,31,0,NA,CalVal_S,Permanent,Single,2015-06-24,Inshore,UK
CalVal_Jun2015_15,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,06/24/15,06/24/15,11:02:00 AM,03:02:00 PM,0,2000.85,2371.33,8.038,405.238,4.21,36.781,NA,NA,30.8,0,NA,ADCP_S,Permanent,Single,2015-06-24,Inshore,UK
CalVal_Jun2015_16,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,06/24/15,06/24/15,11:17:00 AM,03:17:00 PM,0,1995.12,2371.71,8.043,398.064,4.279,36.793,NA,NA,31,0,NA,MapCO2_Buoy,Permanent,Single,2015-06-24,Inshore,UK
CalVal_Jun2015_17,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,06/24/15,06/24/15,11:23:00 AM,03:23:00 PM,0,1994.93,2378.72,8.053,388.647,4.358,36.803,NA,NA,31,0,NA,MapCO2_Buoy,Permanent,Single,2015-06-24,Inshore,UK
CalVal_Jun2015_18,FLK,2015,CalVal,24.9052,-80.6266,Transect 1,06/24/15,06/24/15,12:32:00 PM,04:32:00 PM,0,1957.43,2337.11,8.061,372.287,4.253,37.024,NA,NA,30.3,0,NA,Transect 1,Permanent,Single,2015-06-24,Inshore,UK
CalVal_Jul2015_1,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,07/28/15,07/28/15,11:17:00 AM,03:17:00 PM,0,1996.6,2328.63,7.981,465.691,3.748,37.4,NA,NA,30.6,0,NA,MapCO2_Buoy,Permanent,Single,2015-07-28,Inshore,UK
CalVal_Jul2015_2,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,07/28/15,07/28/15,11:23:00 AM,03:23:00 PM,0,1995.4,2327.79,7.982,464.598,3.751,37.402,NA,NA,30.6,0,NA,MapCO2_Buoy,Permanent,Single,2015-07-28,Inshore,UK
CalVal_Jul2015_4,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,07/28/15,07/28/15,12:00:00 PM,04:00:00 PM,0,1987.29,2323.21,7.986,457.969,3.782,37.472,NA,NA,30.7,0,NA,ADCP_NE,Permanent,Single,2015-07-28,Inshore,UK
CalVal_Jul2015_7,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,07/28/15,07/28/15,12:00:00 PM,04:00:00 PM,0,1994.82,2332.94,7.989,456.647,3.832,37.149,NA,NA,30.87,0,NA,ADCP_S,Permanent,Single,2015-07-28,Inshore,UK
CalVal_Jul2015_3,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,07/28/15,07/28/15,12:00:00 PM,04:00:00 PM,0,1986.78,2327.13,7.992,451.615,3.835,37.413,NA,NA,30.8,0,NA,CalVal_N,Permanent,Single,2015-07-28,Inshore,UK
CalVal_Jul2015_6,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,07/28/15,07/28/15,12:00:00 PM,04:00:00 PM,0,1996.69,2341.68,8,444.695,3.909,37.107,NA,NA,30.8,0,NA,CalVal_S,Permanent,Single,2015-07-28,Inshore,UK
CalVal_Jul2015_5,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,07/28/15,07/28/15,12:00:00 PM,04:00:00 PM,0,1992.12,2338.41,8,443.477,3.907,37.336,NA,NA,30.8,0,NA,CalVal_SE,Permanent,Single,2015-07-28,Inshore,UK
CalVal_Aug2015_1,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,08/06/15,08/06/15,11:15:00 AM,03:15:00 PM,0,2019.51,2352.94,7.996,458.478,3.879,35.604,NA,NA,31,0,NA,MapCO2_Buoy,Permanent,Single,2015-08-06,Inshore,UK
CalVal_Aug2015_2,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,08/06/15,08/06/15,11:20:00 AM,03:20:00 PM,0,2018.07,2349.36,7.994,460.166,3.86,35.498,NA,NA,31,0,NA,MapCO2_Buoy,Permanent,Single,2015-08-06,Inshore,UK
CalVal_Aug2015_3,FLK,2015,CalVal,24.8982666666667,-80.6173833333333,CalVal_N,08/06/15,08/06/15,11:56:00 AM,03:56:00 PM,0,2018.44,2347.67,7.992,463.187,3.839,35.449,NA,NA,31,0,NA,CalVal_N,Permanent,Single,2015-08-06,Inshore,UK
CalVal_Aug2015_4,FLK,2015,CalVal,24.8981833333333,-80.6160666666667,ADCP_NE,08/06/15,08/06/15,12:06:00 PM,04:06:00 PM,0,2017.6,2347.53,7.994,461.251,3.848,35.414,NA,NA,31,0,NA,ADCP_NE,Permanent,Single,2015-08-06,Inshore,UK
CalVal_Aug2015_5,FLK,2015,CalVal,24.8966333333333,-80.6153,CalVal_SE,08/06/15,08/06/15,12:16:00 PM,04:16:00 PM,0,2008.13,2352.15,8.017,432.169,4.001,35.336,NA,NA,30.9,0,NA,CalVal_SE,Permanent,Single,2015-08-06,Inshore,UK
CalVal_Aug2015_6,FLK,2015,CalVal,24.8955833333333,-80.6166333333333,CalVal_S,08/06/15,08/06/15,12:36:00 PM,04:36:00 PM,0,2002.92,2345.4,8.015,433.011,3.978,35.382,NA,NA,30.9,0,NA,CalVal_S,Permanent,Single,2015-08-06,Inshore,UK
CalVal_Aug2015_7,FLK,2015,CalVal,24.8964666666667,-80.6182,ADCP_S,08/06/15,08/06/15,12:48:00 PM,04:48:00 PM,0,2007.51,2348.57,8.01,440.354,3.971,35.376,NA,NA,31.1,0,NA,ADCP_S,Permanent,Single,2015-08-06,Inshore,UK
CalVal_Aug2015_8,FLK,2015,CalVal,24.9052,-80.6266,Transect 1,08/21/15,08/21/15,10:14:00 AM,02:14:00 PM,0,2038.56,2329.19,7.928,551.012,3.433,35.414,NA,NA,31.3,0,NA,Transect 1,Permanent,Single,2015-08-21,Inshore,UK
CalVal_Aug2015_9,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,08/21/15,08/21/15,11:17:00 AM,03:17:00 PM,0,2048.75,2349.15,7.948,527.25,3.555,35.12,NA,NA,31.1,0,NA,MapCO2_Buoy,Permanent,Single,2015-08-21,Inshore,UK
CalVal_Aug2015_10,FLK,2015,CalVal,24.8977,-80.61817,MapCO2_Buoy,08/21/15,08/21/15,11:20:00 AM,03:20:00 PM,0,2046.42,2347.93,7.95,523.612,3.567,35.092,NA,NA,31.1,0,NA,MapCO2_Buoy,Permanent,Single,2015-08-21,Inshore,UK
